"","beta.exposure","beta.outcome","se.exposure","se.outcome"
"1",0.00198287064159342,-0.000390444222734192,0.00307877933096363,0.00308695337892869
"2",0.0130179593709891,0.0132064667856281,0.00385466248536446,0.00386256336463146
"3",-0.0166554317284182,-0.0145728356003534,0.00310977347170519,0.00309605199787181
"4",-0.00434098681982045,-0.00294498970784398,0.00306459557164122,0.00305652658856003
"5",-0.0134653256465063,-0.0127542885384298,0.00286234567019208,0.0028590256198618
"6",-0.000573824471040336,-0.00308907568958286,0.00288892708581111,0.00289054508502271
"7",-0.00339691579932103,-0.00593805710654672,0.00315381667102336,0.00315518251451366
"8",-0.00296554039912889,-0.00817005549947426,0.00348735565135605,0.00348395154911867
"9",0.00400538856776391,0.00588401173028415,0.00337539851110452,0.00336817004709428
"10",0.0170664245411396,0.00944613155300187,0.00474302810443618,0.00474317519527359
"11",-0.00666712334869522,-0.00647361484558404,0.002860958813725,0.0028630601114024
"12",-0.00808806286410236,-0.000693264332321068,0.00341288566166922,0.00342461090270908
"13",0.00485479612789674,0.00886005861780001,0.00288722503469242,0.0028871619957621
"14",-0.00377533849804285,0.00138734817073632,0.00284286664072264,0.00283944152550849
"15",0.0039526670090381,0.00212840441743203,0.00399931581747624,0.00401036864325933
"16",0.0223964711647325,0.021027055468375,0.00311620344259801,0.00311078209459034
"17",0.0168041615780241,0.0204968770513919,0.00310359565653365,0.00309416082996215
"18",-0.0333690273765467,-0.0315501441069947,0.00283393612559372,0.00283368396987243
"19",0.00425472855016344,0.00592200319229143,0.00288064797296218,0.00287558384555966
"20",-0.00894652701722476,-0.00920038478963068,0.00357991781404524,0.00358201911172264
"21",0.0182093413608508,0.0127218655152676,0.00293889594457953,0.00294524186356526
"22",0.0146988714350434,0.0109172290439684,0.00348655715823864,0.00349824037332495
"23",-0.0124934544577349,0.00796818383160705,0.00533342971285347,0.00536868948788014
"24",-0.00174303692988642,-0.00211237151615352,0.0064018135039475,0.0064443017429844
"25",0.00925020655756169,0.00983449338973777,0.00312631068442627,0.00312834894317335
"26",-0.0171945196475535,-0.0245227742844871,0.0044713933536795,0.00447221285977368
"27",0.0183330027291654,0.00988318045692298,0.00312597447679789,0.00311761131204186
"28",0.0013848497277979,0.00311590926092318,0.00287806337681899,0.00288256015384861
"29",0.00885617121709683,0.0138892834658972,0.00284517806816778,0.00284421147123618
"30",0.0124993170782548,0.00669862180087935,0.00356369579597576,0.00357703903622721
"31",0.0103583889266656,-0.000202574551940296,0.00639851446659399,0.00644096067967734
"32",0.00712115073784967,0.00578235094865185,0.00339246104824495,0.00339550792987718
"33",-0.0064734047158163,-0.016119958041288,0.00401866876908504,0.00402018170341276
"34",-0.0107238256057411,-0.0102091757785938,0.00373520371240463,0.00373312342770401
"35",-0.00421972093085806,-0.00362629345378532,0.00285509619320508,0.00285156601310705
"36",-0.0143158048684546,-0.0115943932334853,0.00315436300841948,0.00315648531907365
"37",0.00975449698715939,0.00430043177464675,0.00416061142719298,0.00416340615310391
"38",-0.0119136644025885,0.00169299242440161,0.00356050182350612,0.00356815054705184
"39",0.00884616904015244,0.0133712925754429,0.00283622654006208,0.00284372817277038
"40",0.0120936825746108,0.00680631330684578,0.00283336877522083,0.00283689895531885
"41",0.0132834373195511,0.0134795514317822,0.00288606932096986,0.00289149066897753
"42",-0.00196756689060896,-0.00640103602380686,0.00287453319672097,0.00287451218374419
"43",-0.00988778229883647,-0.013514243856436,0.00291729460445593,0.00291260871063534
"44",0.00100871324094908,0.00285967702214179,0.00305602227711746,0.00306007778163483
"45",0.011232003436042,0.00973827496908991,0.00284421147123618,0.00284685910630969
"46",-0.000724271080848689,0.000371316109976877,0.00317899021719853,0.00316661357387868
"47",0.0179435061916837,0.0126902830111764,0.00384623628167811,0.00386453858444821
"48",-0.00769001404507368,0.00191041789767689,0.00372835348197633,0.00373488851775302
"49",-0.00824711008530428,-0.0164455120904466,0.00293080594852157,0.00292843148214611
"50",-0.022578233413827,-0.0134220809403055,0.00298588096064606,0.00298953721860472
"51",0.000293519766066732,0.00101787489882252,0.00282748514172412,0.00283605843624789
"52",-0.0104143464838145,-0.00701287086853357,0.00290962486793344,0.00290569544127672
"53",-0.0121533174026952,-0.00505149860347756,0.00314240662463511,0.00314293194905446
"54",-0.00160549438911494,-0.00452270704296145,0.00360668834645524,0.0036202627294512
"55",-0.0128349153303114,-0.010490707641411,0.00295455061227612,0.00294679682384653
"56",-0.00752890755214791,-0.0119582539393028,0.00337184731802972,0.00336600571048657
"57",-0.00493264920684418,-0.0012720247516056,0.00284028204457945,0.00284053420030074
"58",0.018878016307751,0.0154272442489584,0.00285799598399988,0.00285728154278957
"59",0.0134166595922978,0.0107855197055494,0.00286253478698305,0.00286614901898817
"60",0.00433894856107338,-0.00444893048150816,0.00286820829071201,0.00287255797690422
"61",0.0182355655558647,0.021645467374832,0.00461444969955646,0.00459646259143797
"62",0.0172915365613188,0.0125171150695824,0.00554322327296445,0.00555217480107015
"63",-0.00877884346256875,0.00237419320675677,0.00417941804140565,0.00418763411532426
"64",0.006055057361224,-0.0110544858082557,0.0051692553253187,0.00517202903825286
"65",0.00193008184134194,0.0043359437053947,0.00295307970390194,0.00295648380613932
"66",0.0431472059885303,0.032324682430882,0.00353007503313746,0.00352509495764204
"67",0.0189032318798797,0.0360439793198688,0.0046323107298143,0.00464613726853155
"68",0.00926037683832027,0.0118665112827078,0.00472957979930086,0.00473338314809694
"69",-0.0107731640752063,-0.00646333949994158,0.00303557665071642,0.00304019950560668
"70",0.00531443398184983,0.00450837619280163,0.00286686346019848,0.00286690548615203
"71",0.00321836853567289,0.00222029416486445,0.00306940754332245,0.00307283265853661
"72",0.00803416457867721,0.000221256138941165,0.00304644035970854,0.00304614617803371
"73",0.00612427410671734,0.00453819360684384,0.00317943148971079,0.00319109369182032
"74",0.000961301661454048,0.000705638874343239,0.00286778803117653,0.00287257898988099
